geoName,interest,candidate,date_collect,dateid
Alsace,0,alanglois,20211121_1000,20211121
Aquitaine,0,alanglois,20211121_1000,20211121
Auvergne,0,alanglois,20211121_1000,20211121
Basse-Normandie,0,alanglois,20211121_1000,20211121
Bourgogne,0,alanglois,20211121_1000,20211121
Bretagne,0,alanglois,20211121_1000,20211121
Centre-Val de Loire,0,alanglois,20211121_1000,20211121
Champagne-Ardenne,0,alanglois,20211121_1000,20211121
Corse,0,alanglois,20211121_1000,20211121
Franche-Comté,0,alanglois,20211121_1000,20211121
Haute-Normandie,0,alanglois,20211121_1000,20211121
Languedoc-Roussillon,0,alanglois,20211121_1000,20211121
Limousin,0,alanglois,20211121_1000,20211121
Lorraine,0,alanglois,20211121_1000,20211121
Midi-Pyrénées,0,alanglois,20211121_1000,20211121
Nord-Pas-de-Calais,0,alanglois,20211121_1000,20211121
Pays de la Loire,0,alanglois,20211121_1000,20211121
Picardie,0,alanglois,20211121_1000,20211121
Poitou-Charentes,0,alanglois,20211121_1000,20211121
Provence-Alpes-Côte d'Azur,0,alanglois,20211121_1000,20211121
Rhône-Alpes,100,alanglois,20211121_1000,20211121
Île-de-France,0,alanglois,20211121_1000,20211121
Alsace,0,alanglois,20211121_1100,20211121
Aquitaine,0,alanglois,20211121_1100,20211121
Auvergne,0,alanglois,20211121_1100,20211121
Basse-Normandie,0,alanglois,20211121_1100,20211121
Bourgogne,0,alanglois,20211121_1100,20211121
Bretagne,0,alanglois,20211121_1100,20211121
Centre-Val de Loire,0,alanglois,20211121_1100,20211121
Champagne-Ardenne,0,alanglois,20211121_1100,20211121
Corse,0,alanglois,20211121_1100,20211121
Franche-Comté,0,alanglois,20211121_1100,20211121
Haute-Normandie,0,alanglois,20211121_1100,20211121
Languedoc-Roussillon,0,alanglois,20211121_1100,20211121
Limousin,0,alanglois,20211121_1100,20211121
Lorraine,0,alanglois,20211121_1100,20211121
Midi-Pyrénées,0,alanglois,20211121_1100,20211121
Nord-Pas-de-Calais,0,alanglois,20211121_1100,20211121
Pays de la Loire,0,alanglois,20211121_1100,20211121
Picardie,0,alanglois,20211121_1100,20211121
Poitou-Charentes,0,alanglois,20211121_1100,20211121
Provence-Alpes-Côte d'Azur,0,alanglois,20211121_1100,20211121
Rhône-Alpes,0,alanglois,20211121_1100,20211121
Île-de-France,100,alanglois,20211121_1100,20211121
Alsace,0,alanglois,20211121_1200,20211121
Aquitaine,0,alanglois,20211121_1200,20211121
Auvergne,0,alanglois,20211121_1200,20211121
Basse-Normandie,0,alanglois,20211121_1200,20211121
Bourgogne,0,alanglois,20211121_1200,20211121
Bretagne,0,alanglois,20211121_1200,20211121
Centre-Val de Loire,0,alanglois,20211121_1200,20211121
Champagne-Ardenne,0,alanglois,20211121_1200,20211121
Corse,0,alanglois,20211121_1200,20211121
Franche-Comté,0,alanglois,20211121_1200,20211121
Haute-Normandie,0,alanglois,20211121_1200,20211121
Languedoc-Roussillon,0,alanglois,20211121_1200,20211121
Limousin,0,alanglois,20211121_1200,20211121
Lorraine,0,alanglois,20211121_1200,20211121
Midi-Pyrénées,0,alanglois,20211121_1200,20211121
Nord-Pas-de-Calais,0,alanglois,20211121_1200,20211121
Pays de la Loire,0,alanglois,20211121_1200,20211121
Picardie,0,alanglois,20211121_1200,20211121
Poitou-Charentes,0,alanglois,20211121_1200,20211121
Provence-Alpes-Côte d'Azur,0,alanglois,20211121_1200,20211121
Rhône-Alpes,0,alanglois,20211121_1200,20211121
Île-de-France,100,alanglois,20211121_1200,20211121
Alsace,0,alanglois,20211121_1300,20211121
Aquitaine,0,alanglois,20211121_1300,20211121
Auvergne,0,alanglois,20211121_1300,20211121
Basse-Normandie,0,alanglois,20211121_1300,20211121
Bourgogne,0,alanglois,20211121_1300,20211121
Bretagne,0,alanglois,20211121_1300,20211121
Centre-Val de Loire,0,alanglois,20211121_1300,20211121
Champagne-Ardenne,0,alanglois,20211121_1300,20211121
Corse,0,alanglois,20211121_1300,20211121
Franche-Comté,0,alanglois,20211121_1300,20211121
Haute-Normandie,0,alanglois,20211121_1300,20211121
Languedoc-Roussillon,0,alanglois,20211121_1300,20211121
Limousin,0,alanglois,20211121_1300,20211121
Lorraine,0,alanglois,20211121_1300,20211121
Midi-Pyrénées,0,alanglois,20211121_1300,20211121
Nord-Pas-de-Calais,0,alanglois,20211121_1300,20211121
Pays de la Loire,0,alanglois,20211121_1300,20211121
Picardie,0,alanglois,20211121_1300,20211121
Poitou-Charentes,0,alanglois,20211121_1300,20211121
Provence-Alpes-Côte d'Azur,0,alanglois,20211121_1300,20211121
Rhône-Alpes,0,alanglois,20211121_1300,20211121
Île-de-France,0,alanglois,20211121_1300,20211121
Alsace,0,alanglois,20211121_1400,20211121
Aquitaine,0,alanglois,20211121_1400,20211121
Auvergne,0,alanglois,20211121_1400,20211121
Basse-Normandie,0,alanglois,20211121_1400,20211121
Bourgogne,0,alanglois,20211121_1400,20211121
Bretagne,0,alanglois,20211121_1400,20211121
Centre-Val de Loire,0,alanglois,20211121_1400,20211121
Champagne-Ardenne,0,alanglois,20211121_1400,20211121
Corse,0,alanglois,20211121_1400,20211121
Franche-Comté,0,alanglois,20211121_1400,20211121
Haute-Normandie,0,alanglois,20211121_1400,20211121
Languedoc-Roussillon,0,alanglois,20211121_1400,20211121
Limousin,0,alanglois,20211121_1400,20211121
Lorraine,0,alanglois,20211121_1400,20211121
Midi-Pyrénées,0,alanglois,20211121_1400,20211121
Nord-Pas-de-Calais,100,alanglois,20211121_1400,20211121
Pays de la Loire,0,alanglois,20211121_1400,20211121
Picardie,0,alanglois,20211121_1400,20211121
Poitou-Charentes,0,alanglois,20211121_1400,20211121
Provence-Alpes-Côte d'Azur,0,alanglois,20211121_1400,20211121
Rhône-Alpes,0,alanglois,20211121_1400,20211121
Île-de-France,0,alanglois,20211121_1400,20211121
Alsace,0,alanglois,20211121_1500,20211121
Aquitaine,0,alanglois,20211121_1500,20211121
Auvergne,0,alanglois,20211121_1500,20211121
Basse-Normandie,0,alanglois,20211121_1500,20211121
Bourgogne,0,alanglois,20211121_1500,20211121
Bretagne,0,alanglois,20211121_1500,20211121
Centre-Val de Loire,0,alanglois,20211121_1500,20211121
Champagne-Ardenne,0,alanglois,20211121_1500,20211121
Corse,0,alanglois,20211121_1500,20211121
Franche-Comté,0,alanglois,20211121_1500,20211121
Haute-Normandie,0,alanglois,20211121_1500,20211121
Languedoc-Roussillon,0,alanglois,20211121_1500,20211121
Limousin,0,alanglois,20211121_1500,20211121
Lorraine,0,alanglois,20211121_1500,20211121
Midi-Pyrénées,0,alanglois,20211121_1500,20211121
Nord-Pas-de-Calais,0,alanglois,20211121_1500,20211121
Pays de la Loire,0,alanglois,20211121_1500,20211121
Picardie,0,alanglois,20211121_1500,20211121
Poitou-Charentes,100,alanglois,20211121_1500,20211121
Provence-Alpes-Côte d'Azur,0,alanglois,20211121_1500,20211121
Rhône-Alpes,0,alanglois,20211121_1500,20211121
Île-de-France,9,alanglois,20211121_1500,20211121
Alsace,0,alanglois,20211121_1900,20211121
Aquitaine,0,alanglois,20211121_1900,20211121
Auvergne,0,alanglois,20211121_1900,20211121
Basse-Normandie,0,alanglois,20211121_1900,20211121
Bourgogne,100,alanglois,20211121_1900,20211121
Bretagne,0,alanglois,20211121_1900,20211121
Centre-Val de Loire,0,alanglois,20211121_1900,20211121
Champagne-Ardenne,0,alanglois,20211121_1900,20211121
Corse,0,alanglois,20211121_1900,20211121
Franche-Comté,0,alanglois,20211121_1900,20211121
Haute-Normandie,0,alanglois,20211121_1900,20211121
Languedoc-Roussillon,0,alanglois,20211121_1900,20211121
Limousin,0,alanglois,20211121_1900,20211121
Lorraine,0,alanglois,20211121_1900,20211121
Midi-Pyrénées,0,alanglois,20211121_1900,20211121
Nord-Pas-de-Calais,0,alanglois,20211121_1900,20211121
Pays de la Loire,0,alanglois,20211121_1900,20211121
Picardie,0,alanglois,20211121_1900,20211121
Poitou-Charentes,0,alanglois,20211121_1900,20211121
Provence-Alpes-Côte d'Azur,0,alanglois,20211121_1900,20211121
Rhône-Alpes,0,alanglois,20211121_1900,20211121
Île-de-France,0,alanglois,20211121_1900,20211121
Alsace,0,alanglois,20211121_2000,20211121
Aquitaine,0,alanglois,20211121_2000,20211121
Auvergne,0,alanglois,20211121_2000,20211121
Basse-Normandie,0,alanglois,20211121_2000,20211121
Bourgogne,0,alanglois,20211121_2000,20211121
Bretagne,0,alanglois,20211121_2000,20211121
Centre-Val de Loire,0,alanglois,20211121_2000,20211121
Champagne-Ardenne,0,alanglois,20211121_2000,20211121
Corse,0,alanglois,20211121_2000,20211121
Franche-Comté,0,alanglois,20211121_2000,20211121
Haute-Normandie,0,alanglois,20211121_2000,20211121
Languedoc-Roussillon,0,alanglois,20211121_2000,20211121
Limousin,0,alanglois,20211121_2000,20211121
Lorraine,0,alanglois,20211121_2000,20211121
Midi-Pyrénées,0,alanglois,20211121_2000,20211121
Nord-Pas-de-Calais,0,alanglois,20211121_2000,20211121
Pays de la Loire,0,alanglois,20211121_2000,20211121
Picardie,0,alanglois,20211121_2000,20211121
Poitou-Charentes,0,alanglois,20211121_2000,20211121
Provence-Alpes-Côte d'Azur,0,alanglois,20211121_2000,20211121
Rhône-Alpes,70,alanglois,20211121_2000,20211121
Île-de-France,100,alanglois,20211121_2000,20211121
Alsace,0,alanglois,20211121_2300,20211121
Aquitaine,0,alanglois,20211121_2300,20211121
Auvergne,0,alanglois,20211121_2300,20211121
Basse-Normandie,0,alanglois,20211121_2300,20211121
Bourgogne,0,alanglois,20211121_2300,20211121
Bretagne,0,alanglois,20211121_2300,20211121
Centre-Val de Loire,0,alanglois,20211121_2300,20211121
Champagne-Ardenne,0,alanglois,20211121_2300,20211121
Corse,0,alanglois,20211121_2300,20211121
Franche-Comté,0,alanglois,20211121_2300,20211121
Haute-Normandie,0,alanglois,20211121_2300,20211121
Languedoc-Roussillon,0,alanglois,20211121_2300,20211121
Limousin,0,alanglois,20211121_2300,20211121
Lorraine,0,alanglois,20211121_2300,20211121
Midi-Pyrénées,0,alanglois,20211121_2300,20211121
Nord-Pas-de-Calais,0,alanglois,20211121_2300,20211121
Pays de la Loire,0,alanglois,20211121_2300,20211121
Picardie,0,alanglois,20211121_2300,20211121
Poitou-Charentes,0,alanglois,20211121_2300,20211121
Provence-Alpes-Côte d'Azur,0,alanglois,20211121_2300,20211121
Rhône-Alpes,0,alanglois,20211121_2300,20211121
Île-de-France,0,alanglois,20211121_2300,20211121
Alsace,0,amartinez,20211121_0000,20211121
Aquitaine,0,amartinez,20211121_0000,20211121
Auvergne,0,amartinez,20211121_0000,20211121
Basse-Normandie,0,amartinez,20211121_0000,20211121
Bourgogne,0,amartinez,20211121_0000,20211121
Bretagne,0,amartinez,20211121_0000,20211121
Centre-Val de Loire,0,amartinez,20211121_0000,20211121
Champagne-Ardenne,0,amartinez,20211121_0000,20211121
Corse,0,amartinez,20211121_0000,20211121
Franche-Comté,0,amartinez,20211121_0000,20211121
Haute-Normandie,0,amartinez,20211121_0000,20211121
Languedoc-Roussillon,0,amartinez,20211121_0000,20211121
Limousin,0,amartinez,20211121_0000,20211121
Lorraine,0,amartinez,20211121_0000,20211121
Midi-Pyrénées,0,amartinez,20211121_0000,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_0000,20211121
Pays de la Loire,0,amartinez,20211121_0000,20211121
Picardie,0,amartinez,20211121_0000,20211121
Poitou-Charentes,0,amartinez,20211121_0000,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_0000,20211121
Rhône-Alpes,0,amartinez,20211121_0000,20211121
Île-de-France,100,amartinez,20211121_0000,20211121
Alsace,0,amartinez,20211121_0400,20211121
Aquitaine,0,amartinez,20211121_0400,20211121
Auvergne,0,amartinez,20211121_0400,20211121
Basse-Normandie,0,amartinez,20211121_0400,20211121
Bourgogne,0,amartinez,20211121_0400,20211121
Bretagne,0,amartinez,20211121_0400,20211121
Centre-Val de Loire,0,amartinez,20211121_0400,20211121
Champagne-Ardenne,0,amartinez,20211121_0400,20211121
Corse,0,amartinez,20211121_0400,20211121
Franche-Comté,0,amartinez,20211121_0400,20211121
Haute-Normandie,0,amartinez,20211121_0400,20211121
Languedoc-Roussillon,0,amartinez,20211121_0400,20211121
Limousin,0,amartinez,20211121_0400,20211121
Lorraine,0,amartinez,20211121_0400,20211121
Midi-Pyrénées,0,amartinez,20211121_0400,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_0400,20211121
Pays de la Loire,0,amartinez,20211121_0400,20211121
Picardie,0,amartinez,20211121_0400,20211121
Poitou-Charentes,0,amartinez,20211121_0400,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_0400,20211121
Rhône-Alpes,0,amartinez,20211121_0400,20211121
Île-de-France,0,amartinez,20211121_0400,20211121
Alsace,0,amartinez,20211121_0500,20211121
Aquitaine,0,amartinez,20211121_0500,20211121
Auvergne,0,amartinez,20211121_0500,20211121
Basse-Normandie,0,amartinez,20211121_0500,20211121
Bourgogne,0,amartinez,20211121_0500,20211121
Bretagne,0,amartinez,20211121_0500,20211121
Centre-Val de Loire,0,amartinez,20211121_0500,20211121
Champagne-Ardenne,0,amartinez,20211121_0500,20211121
Corse,0,amartinez,20211121_0500,20211121
Franche-Comté,0,amartinez,20211121_0500,20211121
Haute-Normandie,0,amartinez,20211121_0500,20211121
Languedoc-Roussillon,0,amartinez,20211121_0500,20211121
Limousin,0,amartinez,20211121_0500,20211121
Lorraine,0,amartinez,20211121_0500,20211121
Midi-Pyrénées,0,amartinez,20211121_0500,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_0500,20211121
Pays de la Loire,0,amartinez,20211121_0500,20211121
Picardie,0,amartinez,20211121_0500,20211121
Poitou-Charentes,0,amartinez,20211121_0500,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_0500,20211121
Rhône-Alpes,0,amartinez,20211121_0500,20211121
Île-de-France,0,amartinez,20211121_0500,20211121
Alsace,0,amartinez,20211121_0600,20211121
Aquitaine,0,amartinez,20211121_0600,20211121
Auvergne,0,amartinez,20211121_0600,20211121
Basse-Normandie,0,amartinez,20211121_0600,20211121
Bourgogne,0,amartinez,20211121_0600,20211121
Bretagne,0,amartinez,20211121_0600,20211121
Centre-Val de Loire,0,amartinez,20211121_0600,20211121
Champagne-Ardenne,0,amartinez,20211121_0600,20211121
Corse,0,amartinez,20211121_0600,20211121
Franche-Comté,0,amartinez,20211121_0600,20211121
Haute-Normandie,0,amartinez,20211121_0600,20211121
Languedoc-Roussillon,0,amartinez,20211121_0600,20211121
Limousin,0,amartinez,20211121_0600,20211121
Lorraine,0,amartinez,20211121_0600,20211121
Midi-Pyrénées,0,amartinez,20211121_0600,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_0600,20211121
Pays de la Loire,0,amartinez,20211121_0600,20211121
Picardie,0,amartinez,20211121_0600,20211121
Poitou-Charentes,0,amartinez,20211121_0600,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_0600,20211121
Rhône-Alpes,0,amartinez,20211121_0600,20211121
Île-de-France,100,amartinez,20211121_0600,20211121
Alsace,0,amartinez,20211121_0700,20211121
Aquitaine,0,amartinez,20211121_0700,20211121
Auvergne,0,amartinez,20211121_0700,20211121
Basse-Normandie,0,amartinez,20211121_0700,20211121
Bourgogne,0,amartinez,20211121_0700,20211121
Bretagne,0,amartinez,20211121_0700,20211121
Centre-Val de Loire,0,amartinez,20211121_0700,20211121
Champagne-Ardenne,0,amartinez,20211121_0700,20211121
Corse,0,amartinez,20211121_0700,20211121
Franche-Comté,0,amartinez,20211121_0700,20211121
Haute-Normandie,0,amartinez,20211121_0700,20211121
Languedoc-Roussillon,0,amartinez,20211121_0700,20211121
Limousin,0,amartinez,20211121_0700,20211121
Lorraine,0,amartinez,20211121_0700,20211121
Midi-Pyrénées,0,amartinez,20211121_0700,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_0700,20211121
Pays de la Loire,0,amartinez,20211121_0700,20211121
Picardie,0,amartinez,20211121_0700,20211121
Poitou-Charentes,0,amartinez,20211121_0700,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_0700,20211121
Rhône-Alpes,0,amartinez,20211121_0700,20211121
Île-de-France,0,amartinez,20211121_0700,20211121
Alsace,0,amartinez,20211121_0800,20211121
Aquitaine,0,amartinez,20211121_0800,20211121
Auvergne,0,amartinez,20211121_0800,20211121
Basse-Normandie,0,amartinez,20211121_0800,20211121
Bourgogne,0,amartinez,20211121_0800,20211121
Bretagne,0,amartinez,20211121_0800,20211121
Centre-Val de Loire,0,amartinez,20211121_0800,20211121
Champagne-Ardenne,0,amartinez,20211121_0800,20211121
Corse,0,amartinez,20211121_0800,20211121
Franche-Comté,0,amartinez,20211121_0800,20211121
Haute-Normandie,0,amartinez,20211121_0800,20211121
Languedoc-Roussillon,0,amartinez,20211121_0800,20211121
Limousin,0,amartinez,20211121_0800,20211121
Lorraine,0,amartinez,20211121_0800,20211121
Midi-Pyrénées,0,amartinez,20211121_0800,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_0800,20211121
Pays de la Loire,0,amartinez,20211121_0800,20211121
Picardie,0,amartinez,20211121_0800,20211121
Poitou-Charentes,0,amartinez,20211121_0800,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_0800,20211121
Rhône-Alpes,0,amartinez,20211121_0800,20211121
Île-de-France,0,amartinez,20211121_0800,20211121
Alsace,0,amartinez,20211121_0900,20211121
Aquitaine,0,amartinez,20211121_0900,20211121
Auvergne,0,amartinez,20211121_0900,20211121
Basse-Normandie,0,amartinez,20211121_0900,20211121
Bourgogne,0,amartinez,20211121_0900,20211121
Bretagne,0,amartinez,20211121_0900,20211121
Centre-Val de Loire,0,amartinez,20211121_0900,20211121
Champagne-Ardenne,0,amartinez,20211121_0900,20211121
Corse,0,amartinez,20211121_0900,20211121
Franche-Comté,0,amartinez,20211121_0900,20211121
Haute-Normandie,0,amartinez,20211121_0900,20211121
Languedoc-Roussillon,0,amartinez,20211121_0900,20211121
Limousin,0,amartinez,20211121_0900,20211121
Lorraine,0,amartinez,20211121_0900,20211121
Midi-Pyrénées,0,amartinez,20211121_0900,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_0900,20211121
Pays de la Loire,0,amartinez,20211121_0900,20211121
Picardie,0,amartinez,20211121_0900,20211121
Poitou-Charentes,0,amartinez,20211121_0900,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_0900,20211121
Rhône-Alpes,0,amartinez,20211121_0900,20211121
Île-de-France,100,amartinez,20211121_0900,20211121
Alsace,0,amartinez,20211121_1000,20211121
Aquitaine,0,amartinez,20211121_1000,20211121
Auvergne,0,amartinez,20211121_1000,20211121
Basse-Normandie,0,amartinez,20211121_1000,20211121
Bourgogne,0,amartinez,20211121_1000,20211121
Bretagne,0,amartinez,20211121_1000,20211121
Centre-Val de Loire,0,amartinez,20211121_1000,20211121
Champagne-Ardenne,0,amartinez,20211121_1000,20211121
Corse,0,amartinez,20211121_1000,20211121
Franche-Comté,0,amartinez,20211121_1000,20211121
Haute-Normandie,0,amartinez,20211121_1000,20211121
Languedoc-Roussillon,0,amartinez,20211121_1000,20211121
Limousin,0,amartinez,20211121_1000,20211121
Lorraine,0,amartinez,20211121_1000,20211121
Midi-Pyrénées,0,amartinez,20211121_1000,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_1000,20211121
Pays de la Loire,100,amartinez,20211121_1000,20211121
Picardie,0,amartinez,20211121_1000,20211121
Poitou-Charentes,0,amartinez,20211121_1000,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_1000,20211121
Rhône-Alpes,0,amartinez,20211121_1000,20211121
Île-de-France,23,amartinez,20211121_1000,20211121
Alsace,0,amartinez,20211121_1100,20211121
Aquitaine,0,amartinez,20211121_1100,20211121
Auvergne,0,amartinez,20211121_1100,20211121
Basse-Normandie,0,amartinez,20211121_1100,20211121
Bourgogne,0,amartinez,20211121_1100,20211121
Bretagne,0,amartinez,20211121_1100,20211121
Centre-Val de Loire,0,amartinez,20211121_1100,20211121
Champagne-Ardenne,0,amartinez,20211121_1100,20211121
Corse,0,amartinez,20211121_1100,20211121
Franche-Comté,0,amartinez,20211121_1100,20211121
Haute-Normandie,0,amartinez,20211121_1100,20211121
Languedoc-Roussillon,0,amartinez,20211121_1100,20211121
Limousin,0,amartinez,20211121_1100,20211121
Lorraine,0,amartinez,20211121_1100,20211121
Midi-Pyrénées,0,amartinez,20211121_1100,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_1100,20211121
Pays de la Loire,0,amartinez,20211121_1100,20211121
Picardie,0,amartinez,20211121_1100,20211121
Poitou-Charentes,0,amartinez,20211121_1100,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_1100,20211121
Rhône-Alpes,0,amartinez,20211121_1100,20211121
Île-de-France,100,amartinez,20211121_1100,20211121
Alsace,0,amartinez,20211121_1200,20211121
Aquitaine,100,amartinez,20211121_1200,20211121
Auvergne,0,amartinez,20211121_1200,20211121
Basse-Normandie,0,amartinez,20211121_1200,20211121
Bourgogne,0,amartinez,20211121_1200,20211121
Bretagne,0,amartinez,20211121_1200,20211121
Centre-Val de Loire,0,amartinez,20211121_1200,20211121
Champagne-Ardenne,0,amartinez,20211121_1200,20211121
Corse,0,amartinez,20211121_1200,20211121
Franche-Comté,0,amartinez,20211121_1200,20211121
Haute-Normandie,0,amartinez,20211121_1200,20211121
Languedoc-Roussillon,0,amartinez,20211121_1200,20211121
Limousin,0,amartinez,20211121_1200,20211121
Lorraine,0,amartinez,20211121_1200,20211121
Midi-Pyrénées,0,amartinez,20211121_1200,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_1200,20211121
Pays de la Loire,0,amartinez,20211121_1200,20211121
Picardie,0,amartinez,20211121_1200,20211121
Poitou-Charentes,0,amartinez,20211121_1200,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_1200,20211121
Rhône-Alpes,0,amartinez,20211121_1200,20211121
Île-de-France,0,amartinez,20211121_1200,20211121
Alsace,0,amartinez,20211121_1300,20211121
Aquitaine,0,amartinez,20211121_1300,20211121
Auvergne,0,amartinez,20211121_1300,20211121
Basse-Normandie,0,amartinez,20211121_1300,20211121
Bourgogne,0,amartinez,20211121_1300,20211121
Bretagne,0,amartinez,20211121_1300,20211121
Centre-Val de Loire,0,amartinez,20211121_1300,20211121
Champagne-Ardenne,0,amartinez,20211121_1300,20211121
Corse,0,amartinez,20211121_1300,20211121
Franche-Comté,0,amartinez,20211121_1300,20211121
Haute-Normandie,0,amartinez,20211121_1300,20211121
Languedoc-Roussillon,0,amartinez,20211121_1300,20211121
Limousin,0,amartinez,20211121_1300,20211121
Lorraine,0,amartinez,20211121_1300,20211121
Midi-Pyrénées,0,amartinez,20211121_1300,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_1300,20211121
Pays de la Loire,0,amartinez,20211121_1300,20211121
Picardie,0,amartinez,20211121_1300,20211121
Poitou-Charentes,0,amartinez,20211121_1300,20211121
Provence-Alpes-Côte d'Azur,100,amartinez,20211121_1300,20211121
Rhône-Alpes,0,amartinez,20211121_1300,20211121
Île-de-France,0,amartinez,20211121_1300,20211121
Alsace,0,amartinez,20211121_1400,20211121
Aquitaine,0,amartinez,20211121_1400,20211121
Auvergne,0,amartinez,20211121_1400,20211121
Basse-Normandie,0,amartinez,20211121_1400,20211121
Bourgogne,0,amartinez,20211121_1400,20211121
Bretagne,0,amartinez,20211121_1400,20211121
Centre-Val de Loire,0,amartinez,20211121_1400,20211121
Champagne-Ardenne,0,amartinez,20211121_1400,20211121
Corse,0,amartinez,20211121_1400,20211121
Franche-Comté,0,amartinez,20211121_1400,20211121
Haute-Normandie,0,amartinez,20211121_1400,20211121
Languedoc-Roussillon,0,amartinez,20211121_1400,20211121
Limousin,0,amartinez,20211121_1400,20211121
Lorraine,0,amartinez,20211121_1400,20211121
Midi-Pyrénées,0,amartinez,20211121_1400,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_1400,20211121
Pays de la Loire,0,amartinez,20211121_1400,20211121
Picardie,0,amartinez,20211121_1400,20211121
Poitou-Charentes,0,amartinez,20211121_1400,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_1400,20211121
Rhône-Alpes,0,amartinez,20211121_1400,20211121
Île-de-France,0,amartinez,20211121_1400,20211121
Alsace,0,amartinez,20211121_1500,20211121
Aquitaine,0,amartinez,20211121_1500,20211121
Auvergne,0,amartinez,20211121_1500,20211121
Basse-Normandie,0,amartinez,20211121_1500,20211121
Bourgogne,0,amartinez,20211121_1500,20211121
Bretagne,0,amartinez,20211121_1500,20211121
Centre-Val de Loire,0,amartinez,20211121_1500,20211121
Champagne-Ardenne,0,amartinez,20211121_1500,20211121
Corse,0,amartinez,20211121_1500,20211121
Franche-Comté,0,amartinez,20211121_1500,20211121
Haute-Normandie,0,amartinez,20211121_1500,20211121
Languedoc-Roussillon,0,amartinez,20211121_1500,20211121
Limousin,0,amartinez,20211121_1500,20211121
Lorraine,0,amartinez,20211121_1500,20211121
Midi-Pyrénées,0,amartinez,20211121_1500,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_1500,20211121
Pays de la Loire,100,amartinez,20211121_1500,20211121
Picardie,0,amartinez,20211121_1500,20211121
Poitou-Charentes,0,amartinez,20211121_1500,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_1500,20211121
Rhône-Alpes,99,amartinez,20211121_1500,20211121
Île-de-France,0,amartinez,20211121_1500,20211121
Alsace,0,amartinez,20211121_1900,20211121
Aquitaine,0,amartinez,20211121_1900,20211121
Auvergne,0,amartinez,20211121_1900,20211121
Basse-Normandie,0,amartinez,20211121_1900,20211121
Bourgogne,0,amartinez,20211121_1900,20211121
Bretagne,100,amartinez,20211121_1900,20211121
Centre-Val de Loire,0,amartinez,20211121_1900,20211121
Champagne-Ardenne,0,amartinez,20211121_1900,20211121
Corse,0,amartinez,20211121_1900,20211121
Franche-Comté,0,amartinez,20211121_1900,20211121
Haute-Normandie,0,amartinez,20211121_1900,20211121
Languedoc-Roussillon,58,amartinez,20211121_1900,20211121
Limousin,0,amartinez,20211121_1900,20211121
Lorraine,0,amartinez,20211121_1900,20211121
Midi-Pyrénées,0,amartinez,20211121_1900,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_1900,20211121
Pays de la Loire,0,amartinez,20211121_1900,20211121
Picardie,0,amartinez,20211121_1900,20211121
Poitou-Charentes,0,amartinez,20211121_1900,20211121
Provence-Alpes-Côte d'Azur,0,amartinez,20211121_1900,20211121
Rhône-Alpes,0,amartinez,20211121_1900,20211121
Île-de-France,0,amartinez,20211121_1900,20211121
Alsace,0,amartinez,20211121_2000,20211121
Aquitaine,0,amartinez,20211121_2000,20211121
Auvergne,0,amartinez,20211121_2000,20211121
Basse-Normandie,0,amartinez,20211121_2000,20211121
Bourgogne,0,amartinez,20211121_2000,20211121
Bretagne,82,amartinez,20211121_2000,20211121
Centre-Val de Loire,0,amartinez,20211121_2000,20211121
Champagne-Ardenne,0,amartinez,20211121_2000,20211121
Corse,0,amartinez,20211121_2000,20211121
Franche-Comté,0,amartinez,20211121_2000,20211121
Haute-Normandie,0,amartinez,20211121_2000,20211121
Languedoc-Roussillon,100,amartinez,20211121_2000,20211121
Limousin,0,amartinez,20211121_2000,20211121
Lorraine,0,amartinez,20211121_2000,20211121
Midi-Pyrénées,98,amartinez,20211121_2000,20211121
Nord-Pas-de-Calais,0,amartinez,20211121_2000,20211121
Pays de la Loire,0,amartinez,20211121_2000,20211121
Picardie,0,amartinez,20211121_2000,20211121
Poitou-Charentes,0,amartinez,20211121_2000,20211121
