geoName,interest,candidate,date_collect,dateid
Poitou-Charentes,17,ahidalgo,20211121_1300,20211121
Provence-Alpes-Côte d'Azur,23,ahidalgo,20211121_1300,20211121
Rhône-Alpes,29,ahidalgo,20211121_1300,20211121
Île-de-France,48,ahidalgo,20211121_1300,20211121
Alsace,29,ahidalgo,20211121_1400,20211121
Aquitaine,100,ahidalgo,20211121_1400,20211121
Auvergne,0,ahidalgo,20211121_1400,20211121
Basse-Normandie,0,ahidalgo,20211121_1400,20211121
Bourgogne,71,ahidalgo,20211121_1400,20211121
Bretagne,81,ahidalgo,20211121_1400,20211121
Centre-Val de Loire,14,ahidalgo,20211121_1400,20211121
Champagne-Ardenne,0,ahidalgo,20211121_1400,20211121
Corse,0,ahidalgo,20211121_1400,20211121
Franche-Comté,34,ahidalgo,20211121_1400,20211121
Haute-Normandie,20,ahidalgo,20211121_1400,20211121
Languedoc-Roussillon,12,ahidalgo,20211121_1400,20211121
Limousin,0,ahidalgo,20211121_1400,20211121
Lorraine,15,ahidalgo,20211121_1400,20211121
Midi-Pyrénées,70,ahidalgo,20211121_1400,20211121
Nord-Pas-de-Calais,21,ahidalgo,20211121_1400,20211121
Pays de la Loire,43,ahidalgo,20211121_1400,20211121
Picardie,0,ahidalgo,20211121_1400,20211121
Poitou-Charentes,0,ahidalgo,20211121_1400,20211121
Provence-Alpes-Côte d'Azur,33,ahidalgo,20211121_1400,20211121
Rhône-Alpes,38,ahidalgo,20211121_1400,20211121
Île-de-France,46,ahidalgo,20211121_1400,20211121
Alsace,100,ahidalgo,20211121_1500,20211121
Aquitaine,32,ahidalgo,20211121_1500,20211121
Auvergne,40,ahidalgo,20211121_1500,20211121
Basse-Normandie,0,ahidalgo,20211121_1500,20211121
Bourgogne,34,ahidalgo,20211121_1500,20211121
Bretagne,78,ahidalgo,20211121_1500,20211121
Centre-Val de Loire,39,ahidalgo,20211121_1500,20211121
Champagne-Ardenne,0,ahidalgo,20211121_1500,20211121
Corse,0,ahidalgo,20211121_1500,20211121
Franche-Comté,47,ahidalgo,20211121_1500,20211121
Haute-Normandie,0,ahidalgo,20211121_1500,20211121
Languedoc-Roussillon,0,ahidalgo,20211121_1500,20211121
Limousin,0,ahidalgo,20211121_1500,20211121
Lorraine,63,ahidalgo,20211121_1500,20211121
Midi-Pyrénées,0,ahidalgo,20211121_1500,20211121
Nord-Pas-de-Calais,20,ahidalgo,20211121_1500,20211121
Pays de la Loire,47,ahidalgo,20211121_1500,20211121
Picardie,26,ahidalgo,20211121_1500,20211121
Poitou-Charentes,86,ahidalgo,20211121_1500,20211121
Provence-Alpes-Côte d'Azur,46,ahidalgo,20211121_1500,20211121
Rhône-Alpes,29,ahidalgo,20211121_1500,20211121
Île-de-France,81,ahidalgo,20211121_1500,20211121
Alsace,48,ahidalgo,20211121_1700,20211121
Aquitaine,65,ahidalgo,20211121_1700,20211121
Auvergne,31,ahidalgo,20211121_1700,20211121
Basse-Normandie,0,ahidalgo,20211121_1700,20211121
Bourgogne,27,ahidalgo,20211121_1700,20211121
Bretagne,23,ahidalgo,20211121_1700,20211121
Centre-Val de Loire,82,ahidalgo,20211121_1700,20211121
Champagne-Ardenne,100,ahidalgo,20211121_1700,20211121
Corse,0,ahidalgo,20211121_1700,20211121
Franche-Comté,75,ahidalgo,20211121_1700,20211121
Haute-Normandie,24,ahidalgo,20211121_1700,20211121
Languedoc-Roussillon,67,ahidalgo,20211121_1700,20211121
Limousin,63,ahidalgo,20211121_1700,20211121
Lorraine,36,ahidalgo,20211121_1700,20211121
Midi-Pyrénées,39,ahidalgo,20211121_1700,20211121
Nord-Pas-de-Calais,18,ahidalgo,20211121_1700,20211121
Pays de la Loire,20,ahidalgo,20211121_1700,20211121
Picardie,0,ahidalgo,20211121_1700,20211121
Poitou-Charentes,71,ahidalgo,20211121_1700,20211121
Provence-Alpes-Côte d'Azur,45,ahidalgo,20211121_1700,20211121
Rhône-Alpes,14,ahidalgo,20211121_1700,20211121
Île-de-France,56,ahidalgo,20211121_1700,20211121
Alsace,45,ahidalgo,20211121_1900,20211121
Aquitaine,53,ahidalgo,20211121_1900,20211121
Auvergne,60,ahidalgo,20211121_1900,20211121
Basse-Normandie,38,ahidalgo,20211121_1900,20211121
Bourgogne,0,ahidalgo,20211121_1900,20211121
Bretagne,50,ahidalgo,20211121_1900,20211121
Centre-Val de Loire,0,ahidalgo,20211121_1900,20211121
Champagne-Ardenne,21,ahidalgo,20211121_1900,20211121
Corse,0,ahidalgo,20211121_1900,20211121
Franche-Comté,73,ahidalgo,20211121_1900,20211121
Haute-Normandie,14,ahidalgo,20211121_1900,20211121
Languedoc-Roussillon,16,ahidalgo,20211121_1900,20211121
Limousin,0,ahidalgo,20211121_1900,20211121
